userid,actions,timestamp,clientIP,date,cohort,isBirth
12591,c2VhcmNoX3Byb2R1Y3Q=,1577853793,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577854037,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577855398,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577857981,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577859699,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577863389,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577875249,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577877833,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577887478,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577890700,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,bW9kaWZ5X3Bhc3N3b3Jk,1577895155,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,1
12591,aG9tZQ==,1577895775,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577899729,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577901850,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577903848,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577905628,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577910346,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577917578,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577918966,MTA4LjMyLjI1NC4xOTI=,2020-01-01 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577927400,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577933756,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577936011,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577950140,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577955199,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577959084,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577959465,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577960158,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577971216,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577971942,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577972992,MTA4LjMyLjI1NC4xOTI=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577973310,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577975216,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577980927,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577983119,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577989427,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577990917,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577992429,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577993324,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577997525,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1577998074,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1577999306,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578000822,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578003415,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578008093,MTMxLjEwMy44NC4xNzQ=,2020-01-02 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578011576,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578013350,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578014985,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578015437,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1578017258,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578021219,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578022473,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578028908,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578030066,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1578036912,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578038185,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578043480,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578049917,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578051216,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578065712,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578067999,MTMxLjEwMy44NC4xNzQ=,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578068919,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578074026,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578076087,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578076679,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578083964,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578085067,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578091466,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578092799,MTkxLjcwLjE5OS45,2020-01-03 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,dXBkYXRlX3Bob25l,1578100065,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578106546,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1578108273,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578108580,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578124445,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578126432,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578127326,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578128772,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578145005,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578147311,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578147949,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1578168657,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578176893,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578177873,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578179772,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578180563,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578181003,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578182387,MTkxLjcwLjE5OS45,2020-01-04 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578184572,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578193590,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,aG9tZQ==,1578193775,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578195751,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578199896,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578205169,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578215530,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578217631,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578219341,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578224910,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578226059,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578228358,MTkxLjcwLjE5OS45,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578232874,MjQ4LjEyOC45Mi4yMDM=,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578233727,MjQ4LjEyOC45Mi4yMDM=,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578233949,MjQ4LjEyOC45Mi4yMDM=,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578238449,MjQ4LjEyOC45Mi4yMDM=,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
12591,c2VhcmNoX3Byb2R1Y3Q=,1578240514,MjQ4LjEyOC45Mi4yMDM=,2020-01-05 00:00:00,MTA4LjMyLjI1NC4xOTI=_2020-01-01_bW9kaWZ5X3Bhc3N3b3Jk,0
