sessionId,playerId,role,money,event,eventDay,platform,country,continent,city,numSession,sessionLength
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,526,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,526,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,526,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,646,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2220,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2220,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2220,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2220,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2230,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2230,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2234,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2234,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2259,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2259,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,inventory,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,inventory.inventory,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,inventory,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2335,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2343,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2455,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2455,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2455,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2455,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3005,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3005,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3005,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3005,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3285,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3285,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3285,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3285,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3292,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3292,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3420,dungeon,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3420,dungeonstats,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3420,dungeonstats,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3414,inventory,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3414,inventory.inventory,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3526,inventory.repair,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,3526,inventory.shop,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,inventory,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,selectdungeonspackage,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,selectdungeon,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,selectdungeon,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,dungeon,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,selectdungeonspackage,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,dungeonmenu,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,dungeonmenu,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,626,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,876,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,884,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,884,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,894,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,894,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,994,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,994,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1004,fight,2013-05-21 00:00:00,3,Australia,OC,Sydney,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeon,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeonmenu,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeonmenu,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-21 00:00:00,3,Australia,OC,Brisbane,2,17
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeon,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeonmenu,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeonmenu,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,dungeon,2013-05-27 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1843,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1853,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1853,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1863,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,1863,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2363,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2363,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2373,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2373,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2373,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
fd1ec667-75a4-415d-a250-8fbb71be7cab,43e3e0d84da1056,stonegolem,2373,fight,2013-05-22 00:00:00,3,Australia,OC,Wallacia,1,5
